File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF211SWY	bam	bam		alignments	hg19	ENCSR463NAD	ChIP-seq ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE				1	1_1, 1_2		76				ENCFF005SHK, ENCFF332FRQ, ENCFF523OMX, ENCFF807MUK, ENCFF943HSW	2555422163	ENCODE Processing Pipeline	18aaa69dca052be42b9e63f754343f9d		https://www.encodeproject.org/files/ENCFF211SWY/@@download/ENCFF211SWY.bam				released	s3://encode-public/2019/02/09/7cfc2732-f5df-43f6-8361-2d68a6879e59/ENCFF211SWY.bam				
ENCFF883PAM	bam	bam		redacted unfiltered alignments	hg19	ENCSR798RTU	ChIP-seq ChIP-seq	UBERON:0001873	caudate nucleus	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF319JGL, ENCFF769OBT, ENCFF807MUK	386689741	ENCODE Processing Pipeline	6f97c2252c1c093e47bff85e61749298		https://www.encodeproject.org/files/ENCFF883PAM/@@download/ENCFF883PAM.bam				released	s3://encode-public/2018/01/23/78972a20-8b0f-41e7-9e2f-eafbc86cea65/ENCFF883PAM.bam	low read depth, low read length, inconsistent platforms			
ENCFF240QQV	bam	bam		redacted alignments	hg19	ENCSR798RTU	ChIP-seq ChIP-seq	UBERON:0001873	caudate nucleus	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF319JGL, ENCFF769OBT, ENCFF807MUK	244717281	ENCODE Processing Pipeline	e13b48cd863e403bba98bdf1b2a72e2a		https://www.encodeproject.org/files/ENCFF240QQV/@@download/ENCFF240QQV.bam				released	s3://encode-public/2018/01/23/398c61cb-f166-435c-b42e-7e208b510d73/ENCFF240QQV.bam	low read depth, low read length, inconsistent platforms			
ENCFF874QLK	bam	bam		unfiltered alignments	hg19	ENCSR776KLS	ChIP-seq ChIP-seq	UBERON:0002370	thymus	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF427ZIM, ENCFF445EHN, ENCFF807MUK	2485636152	ENCODE Processing Pipeline	e3e1ba4b0b0a90a013a5ee20b52e3b0b		https://www.encodeproject.org/files/ENCFF874QLK/@@download/ENCFF874QLK.bam				released	s3://encode-public/2016/12/19/9fe0b9f2-3b09-46b4-8b24-3db8d6af514a/ENCFF874QLK.bam	low read length			
ENCFF809UKI	bam	bam		alignments	hg19	ENCSR776KLS	ChIP-seq ChIP-seq	UBERON:0002370	thymus	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF427ZIM, ENCFF445EHN, ENCFF807MUK	1714137307	ENCODE Processing Pipeline	e15ac4c0677f521bb7a71edf206787d6		https://www.encodeproject.org/files/ENCFF809UKI/@@download/ENCFF809UKI.bam				released	s3://encode-public/2016/12/19/d869c7c3-6ca7-4ea3-ab78-f8fa64c691cc/ENCFF809UKI.bam	low read length			
ENCFF366TIA	bam	bam		redacted alignments	hg19	ENCSR430RVP	ChIP-seq ChIP-seq	UBERON:0000305	amnion	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		75				ENCFF552FAD, ENCFF807MUK	301429861	ENCODE Processing Pipeline	7d3fdaecfffadeca4e9ccab75b944c13		https://www.encodeproject.org/files/ENCFF366TIA/@@download/ENCFF366TIA.bam				released	s3://encode-public/2018/01/20/595614b5-6b5c-425f-ac4b-485675435fa5/ENCFF366TIA.bam				
ENCFF304KMH	bam	bam		redacted unfiltered alignments	hg19	ENCSR430RVP	ChIP-seq ChIP-seq	UBERON:0000305	amnion	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		75				ENCFF552FAD, ENCFF807MUK	353822041	ENCODE Processing Pipeline	6ea3238998b1e50d4a59807b291132b8		https://www.encodeproject.org/files/ENCFF304KMH/@@download/ENCFF304KMH.bam				released	s3://encode-public/2018/01/20/d2b9d004-aada-40bf-aa62-96f3248a83e5/ENCFF304KMH.bam				
ENCFF717NPR	bam	bam		redacted alignments	hg19	ENCSR175XPY	ChIP-seq ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF482TER, ENCFF729UEP, ENCFF807MUK	251010945	ENCODE Processing Pipeline	d41cd4c46d2a5d81eefc689838cf0ce4		https://www.encodeproject.org/files/ENCFF717NPR/@@download/ENCFF717NPR.bam				released	s3://encode-public/2018/01/19/136e2644-1a96-43ff-9ebc-097e6ddd1c8f/ENCFF717NPR.bam	low read length, control low read depth, low read depth			
ENCFF003LYU	bam	bam		redacted unfiltered alignments	hg19	ENCSR175XPY	ChIP-seq ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF482TER, ENCFF729UEP, ENCFF807MUK	360286574	ENCODE Processing Pipeline	aa12d9460a9d78d32b59e19ea6d9fdd2		https://www.encodeproject.org/files/ENCFF003LYU/@@download/ENCFF003LYU.bam				released	s3://encode-public/2018/01/19/af6d13fe-96d6-4b0c-8979-f0c9c04c19ca/ENCFF003LYU.bam	low read length, control low read depth, low read depth			
ENCFF322LRL	bam	bam		alignments	hg19	ENCSR535GFO	ChIP-seq ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens										H3K27ac-human	DNA						2018-12-11	ENCODE				1	1_1		76				ENCFF482NDH, ENCFF489IJG, ENCFF807MUK	1278310897	ENCODE Processing Pipeline	878ee0593182b167e84eee04c04a9194		https://www.encodeproject.org/files/ENCFF322LRL/@@download/ENCFF322LRL.bam				released	s3://encode-public/2018/06/13/c52faee7-8caf-423b-ada8-a3ed873eff16/ENCFF322LRL.bam	mild to moderate bottlenecking			
ENCFF694FVD	bam	bam		unfiltered alignments	hg19	ENCSR535GFO	ChIP-seq ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens										H3K27ac-human	DNA						2018-12-11	ENCODE				1	1_1		76				ENCFF482NDH, ENCFF489IJG, ENCFF807MUK	1483929615	ENCODE Processing Pipeline	a37b754925aa69dc63abdf6a4308bf10		https://www.encodeproject.org/files/ENCFF694FVD/@@download/ENCFF694FVD.bam				released	s3://encode-public/2018/06/13/d4ccabd5-d772-4429-a955-3678aad17c88/ENCFF694FVD.bam	mild to moderate bottlenecking			
ENCFF719WGZ	bam	bam		unfiltered alignments	hg19	ENCSR535GFO	ChIP-seq ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens										H3K27ac-human	DNA						2018-12-11	ENCODE				2	2_1		76				ENCFF068FUW, ENCFF147IPQ, ENCFF807MUK	4406888009	ENCODE Processing Pipeline	76dcb0d8b3f90fa53d51f87552008fe2		https://www.encodeproject.org/files/ENCFF719WGZ/@@download/ENCFF719WGZ.bam				released	s3://encode-public/2018/06/13/4ed5eede-6475-4523-bcaf-92a65cc1f727/ENCFF719WGZ.bam	mild to moderate bottlenecking			
ENCFF203OKU	bam	bam		alignments	hg19	ENCSR535GFO	ChIP-seq ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens										H3K27ac-human	DNA						2018-12-11	ENCODE				2	2_1		76				ENCFF068FUW, ENCFF147IPQ, ENCFF807MUK	3547297019	ENCODE Processing Pipeline	5d0fdacbdea211b3fc09b430cf3561e0		https://www.encodeproject.org/files/ENCFF203OKU/@@download/ENCFF203OKU.bam				released	s3://encode-public/2018/06/13/6398f9d6-5cba-4e8c-9d98-021d688beff7/ENCFF203OKU.bam	mild to moderate bottlenecking			
ENCFF853UPV	bam	bam		redacted alignments	hg19	ENCSR230IMS	ChIP-seq ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF158CGU, ENCFF807MUK, ENCFF958FAY	248968995	ENCODE Processing Pipeline	c20207779291080d403f27b1486ac897		https://www.encodeproject.org/files/ENCFF853UPV/@@download/ENCFF853UPV.bam				released	s3://encode-public/2018/01/18/45deb0f1-b655-488c-b468-278160546d67/ENCFF853UPV.bam	low read depth, control low read depth, mild to moderate bottlenecking, inconsistent platforms, low read length			
ENCFF161AVU	bam	bam		redacted unfiltered alignments	hg19	ENCSR230IMS	ChIP-seq ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF158CGU, ENCFF807MUK, ENCFF958FAY	354733732	ENCODE Processing Pipeline	e58ad5edd7b0cb95e4ca4d4d8a58b418		https://www.encodeproject.org/files/ENCFF161AVU/@@download/ENCFF161AVU.bam				released	s3://encode-public/2018/01/18/bbf06f59-1e1e-4786-837e-fa887855bf6a/ENCFF161AVU.bam	low read depth, control low read depth, mild to moderate bottlenecking, inconsistent platforms, low read length			
ENCFF305NUO	bam	bam		redacted unfiltered alignments	hg19	ENCSR014TDK	ChIP-seq ChIP-seq	UBERON:0001871	temporal lobe	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_3		36				ENCFF167SMH, ENCFF342VAP, ENCFF687QYO, ENCFF807MUK	228809968	ENCODE Processing Pipeline	934adcde249a877c24b72a212d07de07		https://www.encodeproject.org/files/ENCFF305NUO/@@download/ENCFF305NUO.bam				released	s3://encode-public/2018/01/20/c1d2e147-8b00-4480-a69a-80d4a4185a16/ENCFF305NUO.bam	low read length			
ENCFF398LQI	bam	bam		redacted alignments	hg19	ENCSR014TDK	ChIP-seq ChIP-seq	UBERON:0001871	temporal lobe	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_3		36				ENCFF167SMH, ENCFF342VAP, ENCFF687QYO, ENCFF807MUK	166889887	ENCODE Processing Pipeline	65777c8c905ee7e3399f32c40018bb81		https://www.encodeproject.org/files/ENCFF398LQI/@@download/ENCFF398LQI.bam				released	s3://encode-public/2018/01/20/7295b0c4-0f34-41a7-a73e-08b31d43c3e7/ENCFF398LQI.bam	low read length			
ENCFF297FHV	bam	bam		unfiltered alignments	hg19	ENCSR191ZQT	ChIP-seq ChIP-seq	CL:0000236	B cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF807MUK, ENCFF861JPC, ENCFF995OBQ	1688773765	ENCODE Processing Pipeline	cf848ee689a7d5d8a6f695b9348fc2dd		https://www.encodeproject.org/files/ENCFF297FHV/@@download/ENCFF297FHV.bam				released	s3://encode-public/2016/12/19/34a28679-7734-4a1d-8281-81c983ea7b41/ENCFF297FHV.bam	low read depth, low read length, mild to moderate bottlenecking			
ENCFF895XUG	bam	bam		alignments	hg19	ENCSR191ZQT	ChIP-seq ChIP-seq	CL:0000236	B cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF807MUK, ENCFF861JPC, ENCFF995OBQ	889297045	ENCODE Processing Pipeline	089ae9fd2477e8319cd9a5e62f645751		https://www.encodeproject.org/files/ENCFF895XUG/@@download/ENCFF895XUG.bam				released	s3://encode-public/2016/12/19/555e6450-8131-4e6d-aa2e-e1c9dd7ea926/ENCFF895XUG.bam	low read depth, low read length, mild to moderate bottlenecking			
ENCFF984WED	bam	bam		unfiltered alignments	hg19	ENCSR222QLW	ChIP-seq ChIP-seq	CL:0000084	T-cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF011CJP, ENCFF602PKX, ENCFF807MUK	2463592079	ENCODE Processing Pipeline	b3f3539f4d269912631992d7dfa1a4d9		https://www.encodeproject.org/files/ENCFF984WED/@@download/ENCFF984WED.bam				released	s3://encode-public/2016/12/19/2a4a5faa-0a8b-4808-ba53-0e6279a2aa8a/ENCFF984WED.bam	low read length			
ENCFF470HNQ	bam	bam		alignments	hg19	ENCSR222QLW	ChIP-seq ChIP-seq	CL:0000084	T-cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF011CJP, ENCFF602PKX, ENCFF807MUK	1306550579	ENCODE Processing Pipeline	572764b5d2ba9441a42ff57298e21de5		https://www.encodeproject.org/files/ENCFF470HNQ/@@download/ENCFF470HNQ.bam				released	s3://encode-public/2016/12/19/2bc84b68-d34e-42a7-8282-c5705d6e9a87/ENCFF470HNQ.bam	low read length			
ENCFF722LQX	bam	bam		unfiltered alignments	hg19	ENCSR000ALW	ChIP-seq ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				2	2_1		36				ENCFF000BIM, ENCFF807MUK	597575353	ENCODE Processing Pipeline	e8b15938c7c115d7b5ca32442cd02164		https://www.encodeproject.org/files/ENCFF722LQX/@@download/ENCFF722LQX.bam				released	s3://encode-public/2017/04/06/f0d6570d-edd2-4a24-87c1-f448323ebba1/ENCFF722LQX.bam	mild to moderate bottlenecking, low read length, inconsistent platforms		insufficient read depth	
ENCFF807VEH	bam	bam		alignments	hg19	ENCSR000ALW	ChIP-seq ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				2	2_1		36				ENCFF000BIM, ENCFF807MUK	348753883	ENCODE Processing Pipeline	90a15012ec403ef9b7c8463e2d818dde		https://www.encodeproject.org/files/ENCFF807VEH/@@download/ENCFF807VEH.bam				released	s3://encode-public/2017/04/06/ae92e593-d61a-4cb7-a6ef-6bdce14188cf/ENCFF807VEH.bam	mild to moderate bottlenecking, low read length, inconsistent platforms		insufficient read depth	
ENCFF110PFE	bam	bam		unfiltered alignments	hg19	ENCSR000ALW	ChIP-seq ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				1	1_1		36				ENCFF000BIL, ENCFF807MUK	815326288	ENCODE Processing Pipeline	be761a3ac70966c180eb69f15cd12247		https://www.encodeproject.org/files/ENCFF110PFE/@@download/ENCFF110PFE.bam				released	s3://encode-public/2017/04/06/24c161ee-fdcb-4f14-ac0a-dbb6c385c228/ENCFF110PFE.bam	mild to moderate bottlenecking, low read length, inconsistent platforms		insufficient read depth	
ENCFF674SDM	bam	bam		alignments	hg19	ENCSR000ALW	ChIP-seq ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				1	1_1		36				ENCFF000BIL, ENCFF807MUK	394994910	ENCODE Processing Pipeline	5baa44228a2b600a4330d912ddeaaa98		https://www.encodeproject.org/files/ENCFF674SDM/@@download/ENCFF674SDM.bam				released	s3://encode-public/2017/04/06/1649c01c-0a37-4c04-aeb4-0d086e41ff38/ENCFF674SDM.bam	mild to moderate bottlenecking, low read length, inconsistent platforms		insufficient read depth	
ENCFF871WKN	bam	bam		unfiltered alignments	hg19	ENCSR000AQW	ChIP-seq ChIP-seq	EFO:0007074	DND-41	cell line	Homo sapiens										H3K27ac-human	DNA						2012-03-06	ENCODE				1	1_1		36				ENCFF000AQI, ENCFF807MUK	1818944697	ENCODE Processing Pipeline	99be64d0bb5cc69f85bbdea5a0af98ed		https://www.encodeproject.org/files/ENCFF871WKN/@@download/ENCFF871WKN.bam				released	s3://encode-public/2016/11/14/7b2ed115-0bfb-4594-9285-9ebdf1425164/ENCFF871WKN.bam	low read length, inconsistent platforms			
ENCFF009GSF	bam	bam		unfiltered alignments	hg19	ENCSR000AQW	ChIP-seq ChIP-seq	EFO:0007074	DND-41	cell line	Homo sapiens										H3K27ac-human	DNA						2012-03-06	ENCODE				2	2_1		36				ENCFF000AQH, ENCFF807MUK	2264592434	ENCODE Processing Pipeline	e76149672fd131af21c1117a2e3c8f94		https://www.encodeproject.org/files/ENCFF009GSF/@@download/ENCFF009GSF.bam				released	s3://encode-public/2016/11/14/226db483-e7a3-4ec4-a484-0abf12496b4c/ENCFF009GSF.bam	low read length, inconsistent platforms			
ENCFF201SGB	bam	bam		alignments	hg19	ENCSR000AQW	ChIP-seq ChIP-seq	EFO:0007074	DND-41	cell line	Homo sapiens										H3K27ac-human	DNA						2012-03-06	ENCODE				1	1_1		36				ENCFF000AQI, ENCFF807MUK	1317106433	ENCODE Processing Pipeline	eced52adabe78d0406a05217843701ea		https://www.encodeproject.org/files/ENCFF201SGB/@@download/ENCFF201SGB.bam				released	s3://encode-public/2016/11/14/7513eb32-50a3-46b6-ba9f-658eae319715/ENCFF201SGB.bam	low read length, inconsistent platforms			
ENCFF228RCK	bam	bam		alignments	hg19	ENCSR000AQW	ChIP-seq ChIP-seq	EFO:0007074	DND-41	cell line	Homo sapiens										H3K27ac-human	DNA						2012-03-06	ENCODE				2	2_1		36				ENCFF000AQH, ENCFF807MUK	1666993064	ENCODE Processing Pipeline	85545c1009f9747434a7a4ceed4a9467		https://www.encodeproject.org/files/ENCFF228RCK/@@download/ENCFF228RCK.bam				released	s3://encode-public/2016/11/14/58ec9245-e210-49e1-a367-2bd07f18b06c/ENCFF228RCK.bam	low read length, inconsistent platforms			
ENCFF252YHG	bam	bam		unfiltered alignments	hg19	ENCSR775FTU	ChIP-seq ChIP-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF125KNQ, ENCFF394NCY, ENCFF807MUK	971600309	ENCODE Processing Pipeline	9ccdad60c81f99fc9e0951749c622ce0		https://www.encodeproject.org/files/ENCFF252YHG/@@download/ENCFF252YHG.bam				released	s3://encode-public/2016/12/19/ea44602f-a58f-4624-b381-6f4d1772afeb/ENCFF252YHG.bam	low read depth, low read length			
ENCFF994MOQ	bam	bam		alignments	hg19	ENCSR775FTU	ChIP-seq ChIP-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF125KNQ, ENCFF394NCY, ENCFF807MUK	705515748	ENCODE Processing Pipeline	501acd5891b317fa7a2caec7360dbf54		https://www.encodeproject.org/files/ENCFF994MOQ/@@download/ENCFF994MOQ.bam				released	s3://encode-public/2016/12/19/560fc9df-eb53-4882-9977-5d7bf9d674ff/ENCFF994MOQ.bam	low read depth, low read length			
ENCFF082VBH	bam	bam		unfiltered alignments	hg19	ENCSR741STU	ChIP-seq ChIP-seq	EFO:0002167	DOHH2	cell line	Homo sapiens										H3K27ac-human	DNA						2014-07-11	ENCODE				1	1_1		36				ENCFF002BAM, ENCFF807MUK	1297673773	ENCODE Processing Pipeline	d6f76231a77840d4fbb32812d456fcca		https://www.encodeproject.org/files/ENCFF082VBH/@@download/ENCFF082VBH.bam				released	s3://encode-public/2018/02/21/135c24a7-984b-400a-8a83-8a7aeeba8aec/ENCFF082VBH.bam	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking			
ENCFF274TNM	bam	bam		alignments	hg19	ENCSR741STU	ChIP-seq ChIP-seq	EFO:0002167	DOHH2	cell line	Homo sapiens										H3K27ac-human	DNA						2014-07-11	ENCODE				1	1_1						ENCFF002BAM, ENCFF807MUK	616998615	ENCODE Processing Pipeline	b461cdd788bc39d02187db88ebfb1824		https://www.encodeproject.org/files/ENCFF274TNM/@@download/ENCFF274TNM.bam				released	s3://encode-public/2015/10/27/1ab1a871-4a94-4650-b6b0-8b6d120d1498/ENCFF274TNM.bam	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking			
ENCFF164FJK	bam	bam		unfiltered alignments	hg19	ENCSR741STU	ChIP-seq ChIP-seq	EFO:0002167	DOHH2	cell line	Homo sapiens										H3K27ac-human	DNA						2014-07-11	ENCODE				2	2_1		36				ENCFF538SFE, ENCFF807MUK	1462717694	ENCODE Processing Pipeline	e11b7d2a39f589c5786742f370df3e16		https://www.encodeproject.org/files/ENCFF164FJK/@@download/ENCFF164FJK.bam				released	s3://encode-public/2016/10/11/f711e87e-27f8-463f-8053-561364e0ed62/ENCFF164FJK.bam	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking			
ENCFF821QHG	bam	bam		alignments	hg19	ENCSR741STU	ChIP-seq ChIP-seq	EFO:0002167	DOHH2	cell line	Homo sapiens										H3K27ac-human	DNA						2014-07-11	ENCODE				2	2_1		36				ENCFF538SFE, ENCFF807MUK	785119056	ENCODE Processing Pipeline	d4d66f3028ffbd70c1ab03a8e53e49a3		https://www.encodeproject.org/files/ENCFF821QHG/@@download/ENCFF821QHG.bam				released	s3://encode-public/2016/10/11/84ad3827-62fe-4f89-aadb-6c08da33538a/ENCFF821QHG.bam	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking			
ENCFF744EGF	bam	bam		unfiltered alignments	hg19	ENCSR659RHV	ChIP-seq ChIP-seq	UBERON:0000059	large intestine	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF489OZL, ENCFF807MUK, ENCFF836QYL	1690243137	ENCODE Processing Pipeline	6333e5d9085905317b663bd2c495642b		https://www.encodeproject.org/files/ENCFF744EGF/@@download/ENCFF744EGF.bam				released	s3://encode-public/2016/12/19/b1e15ffe-b8e0-4ae5-9ec3-75bb74432d29/ENCFF744EGF.bam	low read length			
ENCFF805JFJ	bam	bam		alignments	hg19	ENCSR659RHV	ChIP-seq ChIP-seq	UBERON:0000059	large intestine	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF489OZL, ENCFF807MUK, ENCFF836QYL	1166146187	ENCODE Processing Pipeline	2a5c30fda110c962af1af286a36e235e		https://www.encodeproject.org/files/ENCFF805JFJ/@@download/ENCFF805JFJ.bam				released	s3://encode-public/2016/12/19/da564ce1-d6f7-4799-b8cc-eed185cc9495/ENCFF805JFJ.bam	low read length			
ENCFF957UTG	bam	bam		redacted unfiltered alignments	hg19	ENCSR327XTS	ChIP-seq ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF528AHN, ENCFF807MUK, ENCFF840TPB	361961909	ENCODE Processing Pipeline	3689130a57ef4a33fd83998b666f684d		https://www.encodeproject.org/files/ENCFF957UTG/@@download/ENCFF957UTG.bam				released	s3://encode-public/2018/01/19/70d08ddc-8607-46dd-b704-e9fac4cafdf9/ENCFF957UTG.bam	low read length, control low read depth, inconsistent platforms, low read depth			
ENCFF211FHP	bam	bam		redacted alignments	hg19	ENCSR327XTS	ChIP-seq ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF528AHN, ENCFF807MUK, ENCFF840TPB	239090916	ENCODE Processing Pipeline	628058c8e249239bc5819684cd1d34a2		https://www.encodeproject.org/files/ENCFF211FHP/@@download/ENCFF211FHP.bam				released	s3://encode-public/2018/01/19/22372529-b92b-4d19-bbbf-203d50f8e7bb/ENCFF211FHP.bam	low read length, control low read depth, inconsistent platforms, low read depth			
ENCFF565UUP	bam	bam		redacted unfiltered alignments	hg19	ENCSR230BWN	ChIP-seq ChIP-seq	UBERON:0002113	kidney	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF149MYO, ENCFF566GWM, ENCFF807MUK	464430829	ENCODE Processing Pipeline	4c88d6a67d934b311f266cdc7fe58d61		https://www.encodeproject.org/files/ENCFF565UUP/@@download/ENCFF565UUP.bam				released	s3://encode-public/2018/01/19/aa0a634c-ff79-4e9d-9552-f30105146acb/ENCFF565UUP.bam	low read depth, low read length, inconsistent platforms			
ENCFF565EFN	bam	bam		redacted alignments	hg19	ENCSR230BWN	ChIP-seq ChIP-seq	UBERON:0002113	kidney	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36				ENCFF149MYO, ENCFF566GWM, ENCFF807MUK	298384336	ENCODE Processing Pipeline	97a45a51bf386ed67aaff581d990b7d7		https://www.encodeproject.org/files/ENCFF565EFN/@@download/ENCFF565EFN.bam				released	s3://encode-public/2018/01/19/98513d4a-0e02-4ff9-941c-bf78b485a214/ENCFF565EFN.bam	low read depth, low read length, inconsistent platforms			
ENCFF955QSG	bam	bam		redacted unfiltered alignments	hg19	ENCSR120WKZ	ChIP-seq ChIP-seq	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_3		36				ENCFF248LNM, ENCFF399YYC, ENCFF625IWI, ENCFF807MUK	287114646	ENCODE Processing Pipeline	5244b72e788e04597bcbfda7586cb19b		https://www.encodeproject.org/files/ENCFF955QSG/@@download/ENCFF955QSG.bam				released	s3://encode-public/2018/01/24/3584d516-7246-4aad-8d34-7063be612750/ENCFF955QSG.bam	low read length, mild to moderate bottlenecking		poor library complexity, severe bottlenecking, insufficient read depth	extremely low read depth
ENCFF905GPB	bam	bam		redacted alignments	hg19	ENCSR120WKZ	ChIP-seq ChIP-seq	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_3		36				ENCFF248LNM, ENCFF399YYC, ENCFF625IWI, ENCFF807MUK	74201627	ENCODE Processing Pipeline	693d08ea362b4df89ac9c6c2c76a780b		https://www.encodeproject.org/files/ENCFF905GPB/@@download/ENCFF905GPB.bam				released	s3://encode-public/2018/01/24/68c7cbe5-b2cd-469b-ace9-99267ab703af/ENCFF905GPB.bam	low read length, mild to moderate bottlenecking		poor library complexity, severe bottlenecking, insufficient read depth	extremely low read depth
ENCFF458WBG	bam	bam		redacted unfiltered alignments	hg19	ENCSR120WKZ	ChIP-seq ChIP-seq	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_3		36				ENCFF061NJX, ENCFF725BZP, ENCFF807MUK, ENCFF832IBO	389942871	ENCODE Processing Pipeline	87107c6113e1ae218f4d7614a1b3fe56		https://www.encodeproject.org/files/ENCFF458WBG/@@download/ENCFF458WBG.bam				released	s3://encode-public/2018/01/24/7e2379ae-9685-4618-9280-b7146767b473/ENCFF458WBG.bam	low read length, mild to moderate bottlenecking		poor library complexity, severe bottlenecking, insufficient read depth	extremely low read depth
