File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF153VMV	fastq	fastq		reads		ENCSR158XTU	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2 day								DNA						2017-10-10	GGR				2	2_5	76		paired-ended	1	ENCFF798VAO		1105250769	Michael Snyder, Stanford	eb2e8828f0d4894a172ffd319ef968db		https://www.encodeproject.org/files/ENCFF153VMV/@@download/ENCFF153VMV.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/b544eb80-4ed6-4eac-a4e2-f4c2134f900f/ENCFF153VMV.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF798VAO	fastq	fastq		reads		ENCSR158XTU	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2 day								DNA						2017-10-10	GGR				2	2_5	76		paired-ended	2	ENCFF153VMV		1169290377	Michael Snyder, Stanford	d8f50ea9781877e1faef5817136a44be		https://www.encodeproject.org/files/ENCFF798VAO/@@download/ENCFF798VAO.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/11bc9028-56d3-4e0a-961e-d54620866d7a/ENCFF798VAO.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF534QUD	fastq	fastq		reads		ENCSR158XTU	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2 day								DNA						2017-10-10	GGR				1	1_1	76		paired-ended	1	ENCFF119DQL		2582517068	Michael Snyder, Stanford	4a76f28b3cd6c265d2bd10c074844ce9		https://www.encodeproject.org/files/ENCFF534QUD/@@download/ENCFF534QUD.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/7b78d632-f853-4f04-b3ab-d4e8dfe65576/ENCFF534QUD.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF312PBC	fastq	fastq		reads		ENCSR158XTU	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2 day								DNA						2017-10-10	GGR				2	2_4	76		paired-ended	1	ENCFF909AYB		1222541807	Michael Snyder, Stanford	2fa930189276e89fdc02f1fc2783a6e4		https://www.encodeproject.org/files/ENCFF312PBC/@@download/ENCFF312PBC.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/5773e101-778d-4018-ae3d-f71d2d00568e/ENCFF312PBC.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF341MYG	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				1	1_1	76		paired-ended	1	ENCFF248EJF		3501113327	Will Greenleaf, Stanford	ffe98eb6998d9ddda373c349f6cc6729		https://www.encodeproject.org/files/ENCFF341MYG/@@download/ENCFF341MYG.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2016/12/08/012e0e5f-7b03-470b-bd30-2a348495b7cd/ENCFF341MYG.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF248EJF	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				1	1_1	76		paired-ended	2	ENCFF341MYG		3593718973	Will Greenleaf, Stanford	57c4855bdca63ca181bfbe99b8be4f02		https://www.encodeproject.org/files/ENCFF248EJF/@@download/ENCFF248EJF.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2016/12/08/958ae920-0104-42e5-989a-deecb024b9e7/ENCFF248EJF.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF368TYI	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				1	1_2	76		paired-ended	2	ENCFF106QGY		3164429011	Michael Snyder, Stanford	c321c8d03fb08b12672498cfc0b98802		https://www.encodeproject.org/files/ENCFF368TYI/@@download/ENCFF368TYI.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/d0c9e797-6f17-41c9-b624-681265608f2a/ENCFF368TYI.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF193RRC	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				2	2_2	76		paired-ended	1	ENCFF886FSC		1611532931	Michael Snyder, Stanford	fa14dde9735705fed98a81d0c6678a5e		https://www.encodeproject.org/files/ENCFF193RRC/@@download/ENCFF193RRC.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/5d762681-1c32-41e7-96e6-40e5bb8a35aa/ENCFF193RRC.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF734PEQ	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				2	2_5	76		paired-ended	2	ENCFF927LSG		970302879	Michael Snyder, Stanford	21739a4b7c8885a79a91cb9b915c74ba		https://www.encodeproject.org/files/ENCFF734PEQ/@@download/ENCFF734PEQ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/5c995252-029b-4cc4-9ccf-7c24cb5f57de/ENCFF734PEQ.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF573UXK	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				2	2_3	76		paired-ended	2	ENCFF366DFI		1804751579	Michael Snyder, Stanford	a1eedc5fd80f38a7105888f9ba1a16f3		https://www.encodeproject.org/files/ENCFF573UXK/@@download/ENCFF573UXK.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/22d573a3-4e9f-4c5f-8ac9-8bb8136e97fe/ENCFF573UXK.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF106QGY	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				1	1_2	76		paired-ended	1	ENCFF368TYI		2899441457	Michael Snyder, Stanford	152ada3f35103d85e83850f59589f11c		https://www.encodeproject.org/files/ENCFF106QGY/@@download/ENCFF106QGY.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/2b4521c2-e02d-4fe8-bf7d-c7f677885549/ENCFF106QGY.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF859BDM	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				2	2_1	76		paired-ended	1	ENCFF007USV		1924924647	Michael Snyder, Stanford	3f16fec0a21fe1f1eb89c0aa25a4b59e		https://www.encodeproject.org/files/ENCFF859BDM/@@download/ENCFF859BDM.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/02f91e73-39fa-47b2-ab37-9f2743a3531d/ENCFF859BDM.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF007USV	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				2	2_1	76		paired-ended	2	ENCFF859BDM		1986291766	Michael Snyder, Stanford	eef5de58c73001d12133b3820c3fa22d		https://www.encodeproject.org/files/ENCFF007USV/@@download/ENCFF007USV.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/1a6578e9-df78-4643-922a-9d4447cd3bd0/ENCFF007USV.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF886FSC	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				2	2_2	76		paired-ended	2	ENCFF193RRC		1766722922	Michael Snyder, Stanford	4fcd83171ff48133e4e04c57c3e61e9c		https://www.encodeproject.org/files/ENCFF886FSC/@@download/ENCFF886FSC.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/dd830b91-ddbd-448a-986b-3b2ee2d1b171/ENCFF886FSC.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF366DFI	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				2	2_3	76		paired-ended	1	ENCFF573UXK		1726278899	Michael Snyder, Stanford	1350bd904b0c31ce06eb76d7e01287b9		https://www.encodeproject.org/files/ENCFF366DFI/@@download/ENCFF366DFI.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/01b59897-2c97-4f9b-8dbe-53335dafe3f4/ENCFF366DFI.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF751XTV	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				2	2_4	76		paired-ended	1	ENCFF590SYZ		957278098	Michael Snyder, Stanford	9aba84ad81981f0a347332d685873469		https://www.encodeproject.org/files/ENCFF751XTV/@@download/ENCFF751XTV.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/8f539cce-f9a5-4bef-a918-ea35330b549b/ENCFF751XTV.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF590SYZ	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				2	2_4	76		paired-ended	2	ENCFF751XTV		1059572957	Michael Snyder, Stanford	ec87b23626ec65fb499c11f9edf29396		https://www.encodeproject.org/files/ENCFF590SYZ/@@download/ENCFF590SYZ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/c83495ac-7405-455f-9c08-952660a64091/ENCFF590SYZ.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF927LSG	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				2	2_5	76		paired-ended	1	ENCFF734PEQ		883471477	Michael Snyder, Stanford	235fa4af5558e8083e7f971378b42432		https://www.encodeproject.org/files/ENCFF927LSG/@@download/ENCFF927LSG.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/d8fe263c-ffb5-4af9-ae32-8792791b3707/ENCFF927LSG.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF641SFZ	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				2	2_6	76		paired-ended	1	ENCFF031ARQ		665922538	Michael Snyder, Stanford	991b274b4dfa91413e4bd3fead368c66		https://www.encodeproject.org/files/ENCFF641SFZ/@@download/ENCFF641SFZ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/92e9bb3b-bc49-43f4-81d9-f51fbc5bb8d5/ENCFF641SFZ.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF031ARQ	fastq	fastq		reads		ENCSR356KRQ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens											DNA						2017-10-10	GGR				2	2_6	76		paired-ended	2	ENCFF641SFZ		699048325	Michael Snyder, Stanford	e242ec737b8303896a799209c9b26915		https://www.encodeproject.org/files/ENCFF031ARQ/@@download/ENCFF031ARQ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/c924cd45-7eb1-46dd-8680-8a8955470a10/ENCFF031ARQ.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF138HKP	fastq	fastq		reads		ENCSR548QCP	ATAC-seq ATAC-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2016-06-15	ENCODE				1	1_1	100		paired-ended	2	ENCFF565VHZ		5678959108	Michael Snyder, Stanford	487fa54ae6bf19e5251b363d73dec54c	SRA:SRR10389003	https://www.encodeproject.org/files/ENCFF138HKP/@@download/ENCFF138HKP.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2016/04/26/0af4466d-5f85-42dc-a686-dfa250baf5a1/ENCFF138HKP.fastq.gz				
ENCFF565VHZ	fastq	fastq		reads		ENCSR548QCP	ATAC-seq ATAC-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2016-06-15	ENCODE				1	1_1	100		paired-ended	1	ENCFF138HKP		5557180504	Michael Snyder, Stanford	3eb3d5424ed9397857bb37d0fc2bf8a1	SRA:SRR10389003	https://www.encodeproject.org/files/ENCFF565VHZ/@@download/ENCFF565VHZ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2016/04/26/3ddbc587-8f6d-469d-bd37-4611e0cbd0c4/ENCFF565VHZ.fastq.gz				
ENCFF993MCA	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				1	1_1	76		paired-ended	2	ENCFF010KDO		1595104451	Michael Snyder, Stanford	a197d7a91f0c368c16952aa5dc656bc2		https://www.encodeproject.org/files/ENCFF993MCA/@@download/ENCFF993MCA.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/425bf8ce-a81c-4193-909e-3d23a42029ce/ENCFF993MCA.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF010KDO	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				1	1_1	76		paired-ended	1	ENCFF993MCA		1480949727	Michael Snyder, Stanford	a29f9a4620a83fab3be46c03806dd3d0		https://www.encodeproject.org/files/ENCFF010KDO/@@download/ENCFF010KDO.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/ab6d0a6d-c74d-408d-a5e2-aefc3aba0df9/ENCFF010KDO.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF931NXT	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				1	1_2	76		paired-ended	2	ENCFF797YCO		2323576275	Michael Snyder, Stanford	df502634262f7d1116ff373a74e64369		https://www.encodeproject.org/files/ENCFF931NXT/@@download/ENCFF931NXT.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/b82975a1-219f-4269-898b-1900e8a1ee03/ENCFF931NXT.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF071PMP	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				1	1_4	76		paired-ended	1	ENCFF487SKL		370950411	Michael Snyder, Stanford	edaaa7e306cf9341c75b05d17e67ab09		https://www.encodeproject.org/files/ENCFF071PMP/@@download/ENCFF071PMP.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/694460a4-2a95-45ac-bd71-26de0d9aabe8/ENCFF071PMP.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF460PKS	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				1	1_3	76		paired-ended	1	ENCFF054RBW		1733538701	Michael Snyder, Stanford	74a89253457757c6373209a690226421		https://www.encodeproject.org/files/ENCFF460PKS/@@download/ENCFF460PKS.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/a552acef-7bd4-4afe-a340-c11138bff3a7/ENCFF460PKS.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF935RPJ	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				2	2_1	76		paired-ended	1	ENCFF292XLV		2326423266	Michael Snyder, Stanford	58bb02bb81086e9d81ea74bd63232628		https://www.encodeproject.org/files/ENCFF935RPJ/@@download/ENCFF935RPJ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/74b7656d-74bb-4c50-a65a-53001acaefdf/ENCFF935RPJ.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF292XLV	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				2	2_1	76		paired-ended	2	ENCFF935RPJ		2575024492	Michael Snyder, Stanford	da810fe21f936aff0fcf7546abdbb60f		https://www.encodeproject.org/files/ENCFF292XLV/@@download/ENCFF292XLV.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/8eab3a4f-74ce-4aea-8ffb-018a4f984b7d/ENCFF292XLV.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF804VOY	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				1	1_5	76		paired-ended	2	ENCFF728OAW		566349199	Michael Snyder, Stanford	fad6c4b688ed059a2a2141eb7c45f4be		https://www.encodeproject.org/files/ENCFF804VOY/@@download/ENCFF804VOY.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/3dc7dcac-fb68-491e-8cf3-25cab6cc514b/ENCFF804VOY.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF487SKL	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				1	1_4	76		paired-ended	2	ENCFF071PMP		403641208	Michael Snyder, Stanford	66d3d258b694fed0e20f6276c7577f6c		https://www.encodeproject.org/files/ENCFF487SKL/@@download/ENCFF487SKL.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/8b004851-9199-4ba2-9c5e-c7bac90b1cfb/ENCFF487SKL.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF054RBW	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				1	1_3	76		paired-ended	2	ENCFF460PKS		1787949363	Michael Snyder, Stanford	2c24312de6bbc8b13fb279cc429ed437		https://www.encodeproject.org/files/ENCFF054RBW/@@download/ENCFF054RBW.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/e3de381a-cbc1-4525-bf3b-da5f00694cfd/ENCFF054RBW.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF728OAW	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				1	1_5	76		paired-ended	1	ENCFF804VOY		518294811	Michael Snyder, Stanford	01c37ca2d1f06c2ddf32f47015b96460		https://www.encodeproject.org/files/ENCFF728OAW/@@download/ENCFF728OAW.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/cbfbd363-568e-40a8-a869-7dbee9945a16/ENCFF728OAW.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF797YCO	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				1	1_2	76		paired-ended	1	ENCFF931NXT		2179812542	Michael Snyder, Stanford	6990fd113a379078e7f7a0ade1ca9ccf		https://www.encodeproject.org/files/ENCFF797YCO/@@download/ENCFF797YCO.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/3309b777-275b-4e66-952c-2342efae2ddf/ENCFF797YCO.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF985VCR	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				1	1_6	76		paired-ended	1	ENCFF386WNU		855624795	Michael Snyder, Stanford	dc0c8b9058a50693af1de25ac568d0fe		https://www.encodeproject.org/files/ENCFF985VCR/@@download/ENCFF985VCR.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/f1f6ae5c-b212-48cd-8da5-cb4ae018e342/ENCFF985VCR.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF386WNU	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				1	1_6	76		paired-ended	2	ENCFF985VCR		902104235	Michael Snyder, Stanford	7d302f259fc042f191df8fe88e32f312		https://www.encodeproject.org/files/ENCFF386WNU/@@download/ENCFF386WNU.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/b1940762-49d7-45b8-8d9f-ca30875f370b/ENCFF386WNU.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF431IEL	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				2	2_2	76		paired-ended	2	ENCFF100VJF		3617118200	Michael Snyder, Stanford	0d096d42fb50a21a4debab3f00114234		https://www.encodeproject.org/files/ENCFF431IEL/@@download/ENCFF431IEL.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/9226de17-0cd3-4d19-9d15-e921e1030ce1/ENCFF431IEL.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF100VJF	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				2	2_2	76		paired-ended	1	ENCFF431IEL		3452243267	Michael Snyder, Stanford	4f8234d1aebf49ccd40cc28469857ed7		https://www.encodeproject.org/files/ENCFF100VJF/@@download/ENCFF100VJF.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/51cbb97b-24a3-4f17-a8c8-e76021dfd181/ENCFF100VJF.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF531KZI	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				2	2_3	76		paired-ended	1	ENCFF735LIR		1748427932	Michael Snyder, Stanford	8cc38259e67c5e72a765bf6e9d7ee33e		https://www.encodeproject.org/files/ENCFF531KZI/@@download/ENCFF531KZI.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/14b61ec6-6e18-4aa8-a697-2de7a853522c/ENCFF531KZI.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF388LWT	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				2	2_5	76		paired-ended	2	ENCFF410KQY		1100464059	Michael Snyder, Stanford	1845bef50fc1c1bb0c6b92c188f3d017		https://www.encodeproject.org/files/ENCFF388LWT/@@download/ENCFF388LWT.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/d9f43ffc-b511-4ffc-a6eb-d0b92e107ea4/ENCFF388LWT.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF735LIR	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				2	2_3	76		paired-ended	2	ENCFF531KZI		1907657703	Michael Snyder, Stanford	abf150cc53f3bd720f56139a3331bf0f		https://www.encodeproject.org/files/ENCFF735LIR/@@download/ENCFF735LIR.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/7b1b92db-b3be-4c8a-ab25-81bc64cebb99/ENCFF735LIR.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF410KQY	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				2	2_5	76		paired-ended	1	ENCFF388LWT		1050737882	Michael Snyder, Stanford	981869ca228732cf967609a06493a747		https://www.encodeproject.org/files/ENCFF410KQY/@@download/ENCFF410KQY.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/9188f850-c6aa-4d70-88ad-b82f4721f80c/ENCFF410KQY.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF167WAP	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				2	2_4	76		paired-ended	1	ENCFF213QMW		790748377	Michael Snyder, Stanford	441fb5e5eb93484fc24ffe2ef3280e87		https://www.encodeproject.org/files/ENCFF167WAP/@@download/ENCFF167WAP.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/045b599e-1516-4a77-a759-31775d62981b/ENCFF167WAP.fastq.gz		experiment not submitted to GEO, mismatched file status		
ENCFF213QMW	fastq	fastq		reads		ENCSR460DKJ	ATAC-seq ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	3 day								DNA						2017-10-10	GGR				2	2_4	76		paired-ended	2	ENCFF167WAP		836708485	Michael Snyder, Stanford	d7c8e30726152c417d5a5081e0410b4c		https://www.encodeproject.org/files/ENCFF213QMW/@@download/ENCFF213QMW.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/27/7462fa5f-6c92-4ad0-83e4-4b33bdd39de9/ENCFF213QMW.fastq.gz		experiment not submitted to GEO, mismatched file status		
