Assay_Accessibility	Assay_H3K27ac	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_H3K27ac	File assembly	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab_Accessibility	Lab_H3K27ac	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate(s)_Accessibility	Technical replicate(s)_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac	File accession_H3K27ac bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	poor library complexity, severe bottlenecking	low read depth	low read depth, mixed read lengths, mixed run types, mild to moderate bottlenecking, low read length	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002824	EFO:0002824	HCT116	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001DCL, ENCFF549HLL	ENCFF623IJZ, ENCFF807MUK	ENCSR000ENM	ENCSR661KMA	2010-12-16	2016-11-18	0.0	H3K27ac-human	released	released	ENCFF936ECB	ENCFF803XHI	hg19	https://www.encodeproject.org/files/ENCFF936ECB/@@download/ENCFF936ECB.bam	https://www.encodeproject.org/files/ENCFF803XHI/@@download/ENCFF803XHI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1698053818	1118656625	1_1	1_1	0.0	0.0	ced971753010f0f6f9f81d5ad7f035b6	d78ec74531156499907d54fd1a63d223	s3://encode-public/2017/09/05/e670c169-0e98-4e18-83e3-48db14c3cc26/ENCFF936ECB.bam	s3://encode-public/2016/11/15/87b4acf5-4320-494c-adc4-7537370d5600/ENCFF803XHI.bam	ENCFF803XHI
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	poor library complexity, severe bottlenecking	low read depth	low read depth, mixed read lengths, mixed run types, mild to moderate bottlenecking, low read length	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002824	EFO:0002824	HCT116	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001DCK, ENCFF549HLL	ENCFF623IJZ, ENCFF807MUK	ENCSR000ENM	ENCSR661KMA	2010-12-16	2016-11-18	0.0	H3K27ac-human	released	released	ENCFF909AVK	ENCFF803XHI	hg19	https://www.encodeproject.org/files/ENCFF909AVK/@@download/ENCFF909AVK.bam	https://www.encodeproject.org/files/ENCFF803XHI/@@download/ENCFF803XHI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1935054594	1118656625	2_1	1_1	0.0	0.0	bbfa3302b97899d35aeb84be8c69bfe7	d78ec74531156499907d54fd1a63d223	s3://encode-public/2017/09/05/a1043f06-a2e9-423a-a20c-1fc84a8f3d8d/ENCFF909AVK.bam	s3://encode-public/2016/11/15/87b4acf5-4320-494c-adc4-7537370d5600/ENCFF803XHI.bam	ENCFF803XHI
DNase-seq DNase-seq	ChIP-seq ChIP-seq	extremely low read depth	0.0	0.0	0.0	0.0	0.0	low spot score	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002323	EFO:0002323	RWPE1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF000TDW, ENCFF549HLL	ENCFF666GAH, ENCFF807MUK, ENCFF925HTP	ENCSR000ELP	ENCSR203KEU	2012-03-28	2017-03-03	0.0	H3K27ac-human	released	released	ENCFF295RHS	ENCFF623XOH	hg19	https://www.encodeproject.org/files/ENCFF295RHS/@@download/ENCFF295RHS.bam	https://www.encodeproject.org/files/ENCFF623XOH/@@download/ENCFF623XOH.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	100.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	3444896181	10559213584	1_1	2_1	0.0	0.0	fc6d87e788fc3e27036bcfc9bcc46187	6231bee61ecbb4df09a6d9036f9a87c6	s3://encode-public/2017/10/05/91b1e948-5fdf-4e95-800c-03f661acec6e/ENCFF295RHS.bam	s3://encode-public/2017/03/01/a054d559-c4db-4c13-9ed0-2d72bb0d9a04/ENCFF623XOH.bam	ENCFF623XOH
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	sequencing runs labeled as technical replicates, mismatched file status	0.0	0.0	0.0	mixed read lengths	low read length, mild to moderate bottlenecking	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000623	CL:0000623	natural killer cell	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF137TAG, ENCFF215HOZ, ENCFF384FJC, ENCFF423GQM, ENCFF549HLL, ENCFF721PPR, ENCFF773JXH	ENCFF002LAJ, ENCFF612WYS, ENCFF807MUK	ENCSR704HNG	ENCSR391EQV	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF956HAU	ENCFF109OGO	hg19	https://www.encodeproject.org/files/ENCFF956HAU/@@download/ENCFF956HAU.bam	https://www.encodeproject.org/files/ENCFF109OGO/@@download/ENCFF109OGO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	49517907262	1978158749	1_1	1_2	0.0	0.0	9c5c5b8e07b86aab5a7adb5654e5e1f6	bf828d5d1e16ea3d2229255007ee346e	s3://encode-public/2017/12/08/499cd545-18d1-452d-b6fc-bc157ea86e19/ENCFF956HAU.bam	s3://encode-public/2016/12/19/feb77f46-4d83-4648-9b75-dc038e6f0ef4/ENCFF109OGO.bam	ENCFF109OGO
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	sequencing runs labeled as technical replicates, mismatched file status	0.0	0.0	0.0	mixed read lengths	low read length	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000625	CL:0000625	CD8-positive, alpha-beta T cell	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF092XFB, ENCFF119QNS, ENCFF362KIJ, ENCFF370BGP, ENCFF549HLL, ENCFF594XVT, ENCFF899BSP	ENCFF807MUK, ENCFF915ZPV, ENCFF941MDI	ENCSR020LUD	ENCSR007HLH	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF207TVB	ENCFF201JLG	hg19	https://www.encodeproject.org/files/ENCFF207TVB/@@download/ENCFF207TVB.bam	https://www.encodeproject.org/files/ENCFF201JLG/@@download/ENCFF201JLG.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	45216744087	2068628939	1_1	1_2	0.0	0.0	a67694c0f1ee4729d86bc2a4e221549f	a2a52072a128217605d329b0da6cd618	s3://encode-public/2017/12/06/3c2957f4-67ec-4728-a4d6-ef43b4fcfbb0/ENCFF207TVB.bam	s3://encode-public/2016/12/19/0d588e2e-cd3e-49ec-8054-0716e0244eb0/ENCFF201JLG.bam	ENCFF201JLG
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	biological replicates with identical biosample	0.0	0.0	low read depth	low read depth, mild to moderate bottlenecking, low read length, inconsistent platforms	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002713	EFO:0002713	Panc1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001EEF, ENCFF549HLL	ENCFF000VJH, ENCFF807MUK	ENCSR000EPT	ENCSR000EXK	2010-12-16	2011-10-07	0.0	H3K27ac-human	released	released	ENCFF241WRU	ENCFF136XNV	hg19	https://www.encodeproject.org/files/ENCFF241WRU/@@download/ENCFF241WRU.bam	https://www.encodeproject.org/files/ENCFF136XNV/@@download/ENCFF136XNV.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1622953444	1143400490	1_1	2_1	0.0	0.0	0cfd484f2e878b91c7e599dee41ecc1e	1358e738b905cb6eb6c6015c490c910b	s3://encode-public/2017/09/05/a6e313f3-da02-4801-bad4-f0c6d0a9e4db/ENCFF241WRU.bam	s3://encode-public/2017/04/04/fd3147cc-abf1-4ad5-a428-1b2189035705/ENCFF136XNV.bam	ENCFF136XNV
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	biological replicates with identical biosample	0.0	0.0	low read depth	low read depth, mild to moderate bottlenecking, low read length, inconsistent platforms	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002713	EFO:0002713	Panc1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001EEG, ENCFF549HLL	ENCFF000VJH, ENCFF807MUK	ENCSR000EPT	ENCSR000EXK	2010-12-16	2011-10-07	0.0	H3K27ac-human	released	released	ENCFF317NXQ	ENCFF136XNV	hg19	https://www.encodeproject.org/files/ENCFF317NXQ/@@download/ENCFF317NXQ.bam	https://www.encodeproject.org/files/ENCFF136XNV/@@download/ENCFF136XNV.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1632211787	1143400490	2_1	2_1	0.0	0.0	8d9e74b757136b028a56e6b1bea491f0	1358e738b905cb6eb6c6015c490c910b	s3://encode-public/2017/09/05/bf8adfda-2bd6-490d-bacc-3bd18601c5c1/ENCFF317NXQ.bam	s3://encode-public/2017/04/04/fd3147cc-abf1-4ad5-a428-1b2189035705/ENCFF136XNV.bam	ENCFF136XNV
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	insufficient read depth	low read depth	moderate library complexity, low read length, mild to moderate bottlenecking	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002372	CL:0002372	myotube	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF001DOC, ENCFF549HLL	ENCFF000BOU, ENCFF807MUK	ENCSR000EOP	ENCSR000ANV	2011-10-19	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF718SNV	ENCFF776DRD	hg19	https://www.encodeproject.org/files/ENCFF718SNV/@@download/ENCFF718SNV.bam	https://www.encodeproject.org/files/ENCFF776DRD/@@download/ENCFF776DRD.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1682797272	520638265	1_1	2_1	0.0	0.0	662e9074fe0c1596c0223e89dddce0d9	6888ce56177ce81289660e90f1712626	s3://encode-public/2017/09/05/70c551e4-4cff-44bd-b559-fb93c764f5e2/ENCFF718SNV.bam	s3://encode-public/2017/04/04/41a05b38-a3f8-4249-b8a6-d1acffbaf83e/ENCFF776DRD.bam	ENCFF776DRD
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	insufficient read depth	low read depth	moderate library complexity, low read length, mild to moderate bottlenecking	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002372	CL:0002372	myotube	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF001DNN, ENCFF001DNO, ENCFF001DNP, ENCFF549HLL	ENCFF000BOU, ENCFF807MUK	ENCSR000EOP	ENCSR000ANV	2011-10-19	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF645NVZ	ENCFF776DRD	hg19	https://www.encodeproject.org/files/ENCFF645NVZ/@@download/ENCFF645NVZ.bam	https://www.encodeproject.org/files/ENCFF776DRD/@@download/ENCFF776DRD.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1572352512	520638265	2_1	2_1	0.0	0.0	e2345c8f8dab7353a09182e57de11af6	6888ce56177ce81289660e90f1712626	s3://encode-public/2017/09/05/3f0e2ed1-b6b4-4a88-a37a-a0dabd55bc37/ENCFF645NVZ.bam	s3://encode-public/2017/04/04/41a05b38-a3f8-4249-b8a6-d1acffbaf83e/ENCFF776DRD.bam	ENCFF776DRD
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, NTR biosample	NTR biosample	0.0	0.0	0.0	low read depth, moderate library complexity, inconsistent platforms, low read length, mild to moderate bottlenecking	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	NTR:0000856	NTR:0000856	mesendoderm	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF549HLL, ENCFF955SLG, ENCFF978QGB	ENCFF807MUK, ENCFF826BHT	ENCSR714DIF	ENCSR473PNT	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF940VYO	ENCFF891DYF	hg19	https://www.encodeproject.org/files/ENCFF940VYO/@@download/ENCFF940VYO.bam	https://www.encodeproject.org/files/ENCFF891DYF/@@download/ENCFF891DYF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1443008562	980642763	1_2	1_1	0.0	0.0	a1edb5cd793be495b39f18401da9614c	7fe0c1cf25556479eb661ef6f52f96df	s3://encode-public/2018/05/07/5a4c3027-d244-4200-aca1-3626d1182435/ENCFF940VYO.bam	s3://encode-public/2016/12/19/8ec098b5-5098-4c93-a0e0-f6ddd2d711ba/ENCFF891DYF.bam	ENCFF891DYF
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	0.0	0.0	0.0	insufficient read depth	0.0	moderate library complexity, mild to moderate bottlenecking	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0008450	UBERON:0008450	psoas muscle	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF000TEC, ENCFF549HLL	ENCFF590MND, ENCFF807MUK	ENCSR000ELO	ENCSR250NHD	2012-08-28	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF618ECA	ENCFF177XXX	hg19	https://www.encodeproject.org/files/ENCFF618ECA/@@download/ENCFF618ECA.bam	https://www.encodeproject.org/files/ENCFF177XXX/@@download/ENCFF177XXX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	6626738043	846238664	2_1	1_1	0.0	0.0	6683ab3af9ce44a7773aee68394185f5	f356da7df765a5bfd1927afcfa596492	s3://encode-public/2017/09/28/03612f90-d747-47ae-9a94-9a6ef7ff08b5/ENCFF618ECA.bam	s3://encode-public/2017/03/16/c3d0687f-11f7-4d4c-92c3-bcc030541aa4/ENCFF177XXX.bam	ENCFF177XXX
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	0.0	0.0	0.0	insufficient read depth	0.0	moderate library complexity, mild to moderate bottlenecking	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0008450	UBERON:0008450	psoas muscle	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF000TED, ENCFF549HLL	ENCFF590MND, ENCFF807MUK	ENCSR000ELO	ENCSR250NHD	2012-08-28	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF376ABG	ENCFF177XXX	hg19	https://www.encodeproject.org/files/ENCFF376ABG/@@download/ENCFF376ABG.bam	https://www.encodeproject.org/files/ENCFF177XXX/@@download/ENCFF177XXX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	8014091401	846238664	1_1	1_1	0.0	0.0	f7a1603af81999242df62bc8c94a26d7	f356da7df765a5bfd1927afcfa596492	s3://encode-public/2017/09/28/3f67601d-b373-4cbc-98c1-214bef66d388/ENCFF376ABG.bam	s3://encode-public/2017/03/16/c3d0687f-11f7-4d4c-92c3-bcc030541aa4/ENCFF177XXX.bam	ENCFF177XXX
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	sequencing runs labeled as technical replicates, mismatched file status	0.0	0.0	poor library complexity, severe bottlenecking	0.0	moderate library complexity, control low read depth, mild to moderate bottlenecking, inconsistent platforms, low read length	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000134	CL:0000134	mesenchymal stem cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF070ZUX, ENCFF549HLL, ENCFF910MZZ	ENCFF807MUK, ENCFF970HHO	ENCSR731QLJ	ENCSR013KEC	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF349TTK	ENCFF256KPQ	hg19	https://www.encodeproject.org/files/ENCFF349TTK/@@download/ENCFF349TTK.bam	https://www.encodeproject.org/files/ENCFF256KPQ/@@download/ENCFF256KPQ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1950987462	5633990436	1_1	1_1	0.0	0.0	051997e551dc7f1600960f76d2613f6a	99e7662b8a95f5d4cae91c8b7dfc05f9	s3://encode-public/2018/05/07/aef22e05-126c-4458-b31b-519315d07dc3/ENCFF349TTK.bam	s3://encode-public/2016/12/19/28376c7b-4f78-45ac-b5bb-a9f250666b75/ENCFF256KPQ.bam	ENCFF256KPQ
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	experiment not submitted to GEO	0.0	severe bottlenecking	low spot score	moderate library complexity	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0000996	UBERON:0000996	vagina	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF037EMJ, ENCFF077XIC, ENCFF318BSP, ENCFF396RPE, ENCFF409DZC, ENCFF423XZE, ENCFF549HLL	ENCFF319FBJ, ENCFF334PZB, ENCFF399BJW, ENCFF501VAD, ENCFF807MUK	ENCSR437AYW	ENCSR346FVK	2017-10-01	2019-08-09	0.0	H3K27ac-human	released	released	ENCFF446TOY	ENCFF184VUP	hg19	https://www.encodeproject.org/files/ENCFF446TOY/@@download/ENCFF446TOY.bam	https://www.encodeproject.org/files/ENCFF184VUP/@@download/ENCFF184VUP.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	9906073198	1950985138	1_1	1_1, 1_2	0.0	0.0	1e29337bd3d7278b011e86abc3254ee3	fe2141219be7811ae8102371935cfd87	s3://encode-public/2017/09/19/cfb25adf-73b2-47e1-b4a4-acf7e5cc18cc/ENCFF446TOY.bam	s3://encode-public/2018/11/27/1e0ad7d6-48fe-4441-a09d-1d370375458d/ENCFF184VUP.bam	ENCFF184VUP
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	0.0	low read depth	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0007950	EFO:0007950	GM23338	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF080TAJ, ENCFF187SIH, ENCFF549HLL, ENCFF651MHC, ENCFF918ZIA, ENCFF923CNP, ENCFF971HTM	ENCFF411MHC, ENCFF807MUK, ENCFF882JGY	ENCSR004SUL	ENCSR729ENO	2015-06-17	2016-05-03	0.0	H3K27ac-human	released	released	ENCFF640ZAZ	ENCFF321FQC	hg19	https://www.encodeproject.org/files/ENCFF640ZAZ/@@download/ENCFF640ZAZ.bam	https://www.encodeproject.org/files/ENCFF321FQC/@@download/ENCFF321FQC.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	22032107411	3256578439	2_1	1_1	0.0	0.0	15f82f9beef333b640105adb64140330	f728242880f22f4f09d4c88e0854afb0	s3://encode-public/2017/09/12/c296198c-3934-4420-af52-33525a54e8af/ENCFF640ZAZ.bam	s3://encode-public/2016/11/10/2dfcf534-6694-46fe-995a-ae13c072a816/ENCFF321FQC.bam	ENCFF321FQC
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	0.0	low read depth	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0007950	EFO:0007950	GM23338	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF015PPK, ENCFF132WAX, ENCFF449JFT, ENCFF549HLL, ENCFF608YCF	ENCFF411MHC, ENCFF807MUK, ENCFF882JGY	ENCSR004SUL	ENCSR729ENO	2015-06-17	2016-05-03	0.0	H3K27ac-human	released	released	ENCFF346KOY	ENCFF321FQC	hg19	https://www.encodeproject.org/files/ENCFF346KOY/@@download/ENCFF346KOY.bam	https://www.encodeproject.org/files/ENCFF321FQC/@@download/ENCFF321FQC.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	7277217539	3256578439	1_1	1_1	0.0	0.0	87be797ce42df693dd2e848cf17b4c7e	f728242880f22f4f09d4c88e0854afb0	s3://encode-public/2017/09/12/b7c1e4d1-2145-4fe2-a9e4-3ba63dcedafb/ENCFF346KOY.bam	s3://encode-public/2016/11/10/2dfcf534-6694-46fe-995a-ae13c072a816/ENCFF321FQC.bam	ENCFF321FQC
